text,split
보여주기식 행정이 불러온 결과다 ,val
주휴수당 없애라,val
이 사람들은 오래 갈거 같네 왠지,val
또 중국 기사 안 궁금하고 알고 싶지도 않다,val
왜 야쿠자가 이름로 보이지  ,val
남의 일이 아니네,val
이 기사 보고 다 욕하면서 저여자 구독자는 많아지는게 현실ㅋㅋ,val
올림픽종목중육상다음으로저변인구가많ㅇ은종목이태권도다 인기도급상승중이고 절대못없앤다 올림픽종목에서  ,val
마음 아프지만 아프간에 착취당하며 사느니 입양가는게 더 낫다 앞으로 저긴 여자들이 아기 안낳는 방법이라도 써야한다   여자아이라도 낳아봐  ,val
\일제에 국방헌금까지 바쳤던 인물이 갑자기 독립운동을 위해 만주로 떠났다면 납득할 만한 이유나 동기가 있어야 한다  그러나 그에 대한 설명은 전혀 없다 \ 역시 그럼 그렇지  가짜 독립운동가 집안   입만 열면 거짓말 ㅉㅉ,val
?????? 디스하는 기사지???,val
ㄷㄷㄷ 자연발화? 49도 정도로 진짜 가능한가?,val
호캉스 라고 하는거지   돈없는 서민은 줄도 못 서본다   그것도 돈복이다  ,val
금메달 박탈 게시물이 1건 이고 추천0 비추9개인게 KBS에 뜰만한 건가? 누가 성갈등을 조장하는거지?,val
네이버 댓글창이 반중 혐중으로 대통합을 이루었네  일본관련 기사에는 보면 간간히 동정여론 보이는데 중국은 스크롤을 내려도 잘 죽었다라는 댓글밖에 없어 ㅋㅋ,val
네이버뉴스 이기자입니다  다 터뜨릴꼬얌이라고 선언하셨는데 아직도 터뜨릴게 남아 있습니까? 그리고 그나이 먹고 꼬얌 꼬얌 혀짧은 소리하시는데 본인이 귀엽다고 생각하신지 답변 부탁드립니다,val
전혀 그립지 않습니다,val
미국 기사 고만 쓰고 국내 백신 환자나 사망자 취재 좀 해라,val
내가 볼 땐  '상당히'가 전염  이름도 자주 하고  해설자도 자주 하고  상당히 상당히 상당히 계속 상당히 자주 들으니까  조금 지겹더라  ,val
피아식별 불가 ㅋㅋ 팩트만 말하겠습니다  이름 임명한 이름 특검수사팀 팀장 이름 대변인 이름,val
군입대 준비해라  ,val
애들이 뭔죄냐 아이고,val
법이약해서 처벌이약해서 그렇지무고하게 방역지키는사람만 고생이지,val
미국이 괜히 손을 놨겟냐  와  무섭다무서워 이마뽀뽀에 두손 두발 다들엇것다 니나라 국민들은  와  진짜,val
이사람 방송 아직도 보는 사람 있냐  난 첨 부터 거들떠보지도 않았다는거에 요즘 왠지 자부심이 느껴져요  보는 친구들 성향이 하나만 보고 둘을 볼 줄 모르죠  탈출은 지능순~,val
일본 산사태사태를 보면서 장마비가 달갑지 않네요  요즘은 국지성호우가 많아서 피해가 나기 쉽습니다  아무쪼록 장마로 인한 피가 없이 잘 지나가길 바라는 마음입니다 ,val
정치도 모르고 아무것도 모르는 인간이백두혈통 이라는 것 때문에   북한을다스리니   쯧쯧쯧  ,val
간첩들 잡아들여라,val
배아픈게 아니라 서민들 어려운시기에 이렇게까지 박탈감을 주어서 얻는게 무엇입니까 ,val
솰아 있네 다행이다 이젠 판사들이 제대로 나라를 붉은 마귀들로부터 지켜내기를 희망한다  이제부터라도,val
이래서 코로나가 쑈라는 것이다 ㅡㅡㅡㅡㅡ자영업자들은 봉기하자!,val
변이가 수억만개나오겠다  아    끝이없을것같다    우울해지네,val
군사정권에서나 자행되던 일이 ㅋㅋ,val
어떻게 좀 대권 나오시면 안될까요  ,val
강간할려고 했구만  무섭네 ,val
진짜 하나하나가 다 무식하다 ,val
반일은 일본에서 조장하네?저게 어딜봐서?반일인가,val
용병 이제 그만 나왔으면함 무슨 게스트를 매주불러,val
미국 마이너리거 투수들에게 헛방망이라 미국진출은 어렵고 그냥 국내에서 군대갔다가 선수생활 할듯 싶네요 ,val
미성년자한테 뭐하는 짓이냐 미성년 대상으로 한 범죄는 반드시 엄벌해야 한다,val
간식=간헐적 단식? 암껏도 안드셨나보네 ,val
에혀?? 이바닥이 늘 이래왔지? 쩝?,val
아버지는 백신이 싫다고 하셨어~ 이런 상황을 대한민국에서 보게 될줄은 몰랐네 ,val
오콘존가 누군가 그쪽에다 연락해봐WTO 사무총장,val
저곳은 여성들 뭉쳐서 단체로 싸워야할듯 하다~~~,val
예언@@ [속보] 문대통령 지지율 다소 상승   방일 취소 여파(*보),val
우리도 조선족 동남아 여성들 결혼제도로 받아들여 공식적으로 한국인 만들어주잖아   그거나 이거나 뭐가 달라??,val
할머니들 대충 쓰레기 조금 줍게 하고는 돈 주지 말고  이렇게 지역사회에서 일어나는 아동학대도 막으면서 보육교사 보조할 겸 기본 교육 후 보육현장에 투입시키면 어떨까요?,val
중국은 출산율 좀 떨어져도 괜찮지 않나   얼마전까지 산아제한도 했는데,val
문제는 현 정권이 북한과 가깝고 중국을 가카이 하기에 더 위험하다,val
아들이 너무 불쌍합니다  씩씩하게 잘 크길  ,val
부끄럼도 없고 뻔뻔함이 하늘을 찌른다 어차피 문이 이겼을것이라는 건가? 국민 앞에 한치의 양심이라도 있는 사람들이 정치하길 ,val
남자라는 이유로 꿈도 많고 하고싶은 일도 많은 젊은 청년들이 나라를 위해 입대하여 욕설과 모욕도 참아가며 씻지도 못하고 양치도 못하고 밥도 잘 안주지만 버텼더니 돌아오는 것은 코로나 확진과 평생 남는 후유증 뿐 ,val
이러니 20대 결혼이 10프로도 안되고 출산율이 0 5프로지,val
공정하지 않은 트렌스젠더의 참여다  ㅠ 남자의 몸이 호르몬제를 맞고 먹는다고 여자가 되지 않는다 절대!!!  그 힘은 남자일때부터 가지고있던 남성적인힘인데  이제 자신이 여자라고 여자선수들과 겨루다니  불공평ㆍ역차별이다  ,val
이제 곧 만날텐데,val
싹다 특검 받아야지 어디가,val
복지사는 왜 대우를 안해주는가? 그저 봉사직으로만 아는가? 사회복지사 처우를 개선하라 ,val
틀린말이 없는데 조중동은 왜 친일 청산 못하고 있는지 기사는 하나도 없네,val
정치판이 \이름 전과후\로 바뀌길 바란다 ,val
당당하면 고소하면 될 것을   왜 안하는지  ,val
이름 아들과 이름 딸을 보면 더이상 설명할필요가없다,val
미국에 왜 화가나지? ㅎㅎ,val
왜 97% ‘무관중’이고 그냥 100% 무관중해라 ,val
이름 아닌것 같은데?!,val
아무리 일본이 싫어도 남의 잔치에 가서 이건 좀아니다 안그래도 코로나로 피해가 이만저만 아닌데 도데체 누구 발상이냐? 국격 국격하는데 나라 망신이다,val
이름 넌 세사믈 어떻게 살았는데? 이름 이름 이름 아들 사건들 터질때 말한마디 안하던 이름씨 지금 이런말 한다면 누가 수긍할까? 뮈든지 내로남불 선택적이면 속아사는 국민들만 불쌍한거 아님?,val
10원도 피해안줬다는 사람은 이미 ??? 2~3시 까지 공부하는 분은 member yuji 하고 계시고  뭐 사람사는게 말로만 사는게 아니지만,val
처음에나 빌빌거리다가 배따시면 인권 운운하겠지  종교있는놈들은 난민이고 뭐고 안된다 ,val
나는 니가 한국인이자 인간이라는게 창피하다,val
니가 무시 당하는걸 국민이 판단 해 달라고? 왜? 니일은 니가해,val
저들이 개종한건 아들교육을 위한 개인의 목적이 있어 한것인데  본인나라에서 그게 큰 위험이라면 하지않았어야했다  자기욕심에의한걸 구지 형편도안되는 우리가 받아줄 이유가 있는가   외국인까지 포용할만한 형편이냔말이다  감성으로만 갈수있는 문제는 결코아니다  ,val
어이구 임선생이 어쩌다 몹쓸 전염병에 감염되었노?,val
우리나라국민들은현명하고위대합니다^^조금만더참고힘냈으면합니다♡,val
그래서 지네는 맘에 안드면 평화적으로 전쟁한거냐 남일이라고 진짜 말 쉽게하네,val
그 대구지역 외 민란이 어떻게 일어나는지 곧 깨닫게 되시리라  ,val
다들 잘못 생각하고 계신데 이 여구선수나 축구선수들은 온 국민이 망쳐놓은거다  그정도 종신상태에 그 정도 실력에 연봉을 이렇게 주게 된 것은 국민들이 너무 야구 축구에만 관심을 가진 탓  야구장에 축구장에 가지 말고 보이콧좀해라,val
이름의 말을 인정하지 않을 수가 없네요,val
아 정치뉴스 진짜 진절머리나네 사건사고나 기사 쓰세요,val
상관없다 이름과는,val
일본시민들이 현명하네?저런것은 좀 배워라 ,val
핵심은 화이자 모더나 모두 긴급사용승인을 받은거지 정식임상*상 통과한게 아님  그리고 우리 몸의 면역체계는 어떤 백신보다 훌륭하다  내 몸에 넣는건데 맞고 안맞고는 내 자유임  정말 좋고 안전한것 같으면 사람들이 줄 서서 맞을꺼니 백신 광고 좀 그만해라 ,val
우선 이름한테 사과부터 해라  아슥자개,val
어짜피 윤ㅅㄹ로 갈건데 걱정 할 일없다,val
존경합니다 판사의 표본을 몸소 보여주시는 분입니다,val
ㅎㅎ황갈비살 전문점 아멘,val
대부분이 복지혜택 받는사람들이 지지하더만,val
그냥 스포츠일 뿐이다  왜 이리 분노에 익숙해졌나? 어른답게 행동하자,val
이야 도둑놈들 영화보다 더 끝내주넹@@;;스마트키 신호 복제라니 이거원 무슨 미션임파서블도 아니고  ,val
우리할아버지가 체르노빌사고로 돌아가셨는데 ㅠㅠ,val
밝혀지지 않은 성폭행이 수두룩  ,val
남국이 갈아타기 명수 ㅋㅋ,val
누구한텐 살인자라더니 유감이라네 왜 통석의염이라고 하지그랫냐 단어선택할려고 고민께나 햇나보다,val
맞는말이지ㅋㅋ,val
나도 다음에 자전거 타다가 저렇게 해서 돈타내야 되겠다 놀고 자빠지네 자해공갈로 구속 시켜라,val
이름든 아들은 지원금 타먹는것도 아닌데 뭐  ㅋ  ,val
광주   죽은 아이와 가해자 국가유공자로 세워라  ,val
도대체 뭐가 차별이지? 동성애자 니들은 모텔 갈 돈 없음? 아니 왜 공공장소에서 하는건데?,val
매너없는 일본    계속 흠집내고 시비        미국에겐 조용,val
통화중 녹취가 습관이냐? ㅎ,val
나라가 망한다니들은 9년전에도 그랬지이걸 또 믿어요 그게 진짜 웃겨 국짐은 국민을 새뇌를 잘 시켜 또 속고 찍어 변한걸 몰라요국짐은 수구민주는 보수정의가 진보다 세월과 그간의 형태가 그리 된것을 무엇을 타파해야 하는거 이제는 알아야지답답하다,val
*위밖에 못하냐 냄비들 그리 쳐 당하고도 *위를 일본에 내주냐 ㅋㅋ,val
이름가 이름의사께 이름의사라고한 이름보다 훨씬 낫지요  ,val
근데 이 여자 전라도 광주사람임,val
선거때 보자! 이름 꼭 이름 옆에서 !,val
사망율 차이는 접종율보다 의료시설 문제 아닌가? 영국은 의료시설에서 정상적인 치료를 받는데 비해 인도는 감염돼도 입원할 병원이 없이 방치된다는 차이  ,val
그냥 ㅂㄹㅂㄹ한거지 인생 뭐있나  ,val
민노총 집회할때 이런 기사 나오니 시기가 참 미묘하네,val
처음엔 이름 욕햇는데 생각해보니까 주변에 할아버지같은분 계셨음 ㅜㅠ 무섭다,val
백신확보에 자신이 없으니 방역한다고 풀었다 감았다하니 그게 방역이 되나 백년해봐라 백신없이 방역이 되나 백신맞아도 변이바이러스가 계속 나올텐데,val
경기도 계곡에서 아직도 평상 가격 받는곳 있다   빨리 출동해라 경기도 도지사,val
역시 이름이다 그런데 혹시 만의하나 이름이가 대통령되면  이름이는 영부인으로 대접받아야되지않을까?,val
종교는 다 좋고 도덕책같은 개념으로 보고 실천하는것도 좋은데 남에게 강요하는건 좀  ,val
잘 한다  이름,val
레드팀 아니라 빨주노초팀 다 만들어봐라  인간 됨됨이가 그런걸 대응팀 만든다고 해결 될 일이냐?,val
??잠은 푹자야지,val
결론은 백신이 답이라는건데 그러니까 언제 맞춰주냐고ㅡㅡ,val
100 일도 안된 아이를 업는다?? 아이 척추는?,val
보고받고 지시하셨다 합니다 ,val
와   저긴 좀 전공자스럽네   우리도 좀   지 자리와 벌이   그리고 할당 중요한데   실무자로서 부끄럽지않은 그정도만 맞춰가자   지금 전체적으로 좀   그래  ,val
아예 자기걸 없애버렸네,val
누가봐도 비합리적인 역차별에 대해 인권위에서 제대로 판단한 거라 생가되네요 ,val
이름은 국민의힘에 있어서는 계르같은 존재다 결국 국민의힘지지자들은 윤총장과 국ㅇ신의힘 후보자와 나뉘게되고 민주당은 어부지리되고 이름이 될 것이다 빨ㅈ리 이름총장은 국민의힘에 입당해서 국민의힘 후보들과 경쟁해야될뿐인인데 현재 입당안해 이름대표도 답답할뿐이다 결국 입당안할것이고 민주당만 잼ㄱ볼것이다  이름총장은 국민의힘에 입당하는 순간 지지율급락할것이다,val
바가지 씌워서 올림픽 적자 메우려고 하나???방사능 음식에  최악의 올림픽  ,val
이름말고는 할말이 없음,val
야  국운이 기운다는게 이런건가,val
아동학대 학폭관련 뉴스 백날 백개 떠봐도 관련법 규정은 일체 논의도 안되고 뭐 별말도 없음  정치인들 자식들이 학폭으로 인한 사망이라던가 학폭으로 인한 장애라던가 당하고 지자식들이 아동학대를 저지르거나 이 정도 스케일은 나와야 그제서야 부랴부랴 논의 시작하겠지 ㅋㅋ,val
성 이 뭐고 이름은 뭐냐,val
경쟁보다는 감동이라는 말 너무 멋져요!!!,val
얼굴도 귀엽고 유머도 있고 돈도 잘 벌고  매력 덩어리네요,val
애기 엄마 얼마나 놀랬을까  정신병이 있든 없든 처벌 받으시길  ,val
모든게 가식으로만 보이네 진심은 없고,val
이러니 우리가 해외에서 한국인이 백인한테 얻어 맞았다고 해도 할말이 없어   우리는 같은 동양인들끼리도 이정도인데  인종차별을 욕하고 싶으면 우리자신이 가지고 있는 마음가짐부터 바꿔야 함 ,val
이름이 한미방위조약 넣어서 다행,val
언덕에서 차 밀었다더니 대표 이름도 이름이네 ,val
백인이 백인을 머리 자르면 진짜 넋이 나간 것일 듯  ,val
항상 새로운 생각이 엉뚱해 보이지만 획기적인게 많다 ,val
일반인도 기사내줌??,val
이름랑 같은 동네서 이름쟁이랑 같이살게하자 ㅎ 카악 퉷,val
대구사는 이름 ?,val
기다리면 되겠죠,val
백신으로 죽는 비율이 0 0004에 가까운데 자칭 보수라는 네이버 정박아들은 그걸로 난리  백신 모자라면 못구해온다고 난리  진짜 정신박약들이냐?,val
임기 종료인데   가능한 일일까,val
민심民心은 천심天心이다,val
누가 중국 가서 살래??,val
솔직히 일본 입장도 그럴만하지  일부 정치인이나 학자들이 한번씩 망언해서 그렇지 공식적으로 사과  유감표명  배상 했는데도 몇십년을 물고 늘어지니 짜증날수밖에  반면 중국이나 북한에는 끽소리도 안하니 일본서도 우익들 목소리가 커지지,val
마음 씀씀이는 금메달 아니 다이아 메달 입니다 당신의 앞날이 축복속에 빛나길 두손모아 응원 합니다 ,val
일요일에 검사한게 1324면 검사수가 두배 가까이 되는 평일엔 확진자수도 두배 가까이 되어야 정상 아님? 매일매일 검사수도 밝혀라 ,val
요즘 현장에서 일하다 쩌죽을것같단생각이  ㅠ예보를떠나서 다들 덥고지치실텐데 건강챙기세요~~,val
밥먹는것 까지 알아야하나ㅡ동네아자씨소주도한잔하네ㅡ대서,val
중국인임 ㅋㅋ,val
엉덩이에 묶은거 덮으면되것네,val
여가부 이름 이름 사태 때 뭐 했냐,val
한겨레 경향 jtbc는 찬성아닌가?,val
공교육이 무너졌다,val
와  얼마나 역했으면 카메라 다 있는데 토하냐  ㄷㄷ,val
아이들 좀 잘 키워라  낳는게 끝이 아니라 시작인데 그저 낳기만 하면 돈을 퍼주니 일단 낳고 보는 족속들이 있는거다  출산수당  양육수당 모두 없애야한다  제 자식 키우는데 남의 돈으로 키우라는 발상자체가 문제있다고 본다 ,val
발광을 해도 결국 대통령은 이름이야  ㅋ 아무리 흔들어 봐라,val
기사 마무리가 뭐 이래? 똥 싸다 만 느낌,val
이름 응원합니다 ,val
서울대학교 학생처장 학생을가르키는교수입에서나온말이라고는 믿기어렵다 한사람이 운명을달리했는데 최소한 서울대교수라면 사과부터해야지 피해자코프레라니 교수로서 자격이없고 가정을가졌다면 가장으로서도 자격이없다  세상이아무리 미쳐날뛰어도 교육자만큼은 그러면 안되는거지,val
정말 깊은 교훈을 주는것 같습니다,val
제목뻔해 ㅜ,val
중국은 저러면 사형아닌가?,val
거짓말하는 애 수두룩함!!!,val
아이고  너무안타깝다,val
죽거나 장애 얻으면 권한 사람이 책임지나? 좋으면 사람들이 돈 주고도 맞는다 목숨 두 개인 사람 있나요? 치사율 낮은 병에 급조 백신 강제 반대!,val
마스크고 있는데 뭐가 문제인데ㅡㅡ지하철은 괜찮고?,val
참 답이 없네요  여성들을 적으로 돌려서 득이될까???지금 여성들이 국힘대변인에게 박수 칠사람 있을까요 ,val
더러운 개들아 마누라를 버릴까 개들의 음해를 받고있는 마누라 버리란 말이냐 개들아  음해를 하는 개들을 개탕집에 보내야지  개들아  ,val
아무런 죄도 없는 내 아이같은 아이가 생을 달리했습니다 얼마나 더 잔인하게 살인을 해야 범인이 죽을만큼 고통스러운 죄를 받을수있나요 우리나라 법 개정 필요합니다자라나는 아이들 위해서 국민모두가 힘을 써야 할때입니다,val
이름할때는 이름하고 이름해야할때는 이름하니 참 딱하다 ,val
정말 더티하다 그리고 혼전동거면 어때서 ,val
힘내세요 ??????????????,val
본인이 하는 짓이 개혁이 아니라 망나니짓이라는걸 아직도 못깨닫고 있군  ,val
정말 가슴 아픈 사건입니다  이제 정말 확실하게 이런 사건 접수 받으면 현행범 아니라도 영장청구 없이 강제로 인신구속하고 영장은 4~5일 내에 청구 해도 되게 만들어야합니다  증거 있고 강력범 개연성 있으면 출석요구 없이 바고 체포 구속하고 뒤에 영장청구 해도 되게 제발 법좀 바꿔라  항상 인권 탄압이니 무리한 수사니 따져서 경찰 대응 소극적으로 만들지말고 현행범 아니라도 강제 체포가 이유 있고 개연성 있으면 체포자 책임 면제해주고 국가에서 일정하게 보상하는 것으로 범죄자에게서 시민을 보호하고 범죄로부터 경찰이 강력해질수 있도록 ,val
잘하고 있는데 왜? 중앙일보 니들이 잘 찍어서 이름한테 보내줘,val
아침부터 기분좋은 기사네요,val
당신 좋으라고 이중국적??? 여보소 뭔 일이던 본인이나 가족 위해 택일할 때는 그만한 책임과 의무 댓가가 따른다는 걸 모르오? 나랑 비슷한 동년배인 거 같은데 모든 걸 본인 좋은 방향으로 궤변 늘어 놓는 거 같아 보기 좋지 않소이다~~~~,val
자국민도 못챙기는 주제에 북한에 백신갔다주는 이게 제정신,val
이름은 이름 편 라도출신들도 이름편 이름 이름는 뭐야 일찍 이름 이름 처럼 이름 에게 줄을 서거라,val
걱전하지말어 폐지하고 더 좋게 다시한데 걱정말어 짐짜녀,val
야이 지하철 출근부터 막어라,val
이름는 독자 출매해서 맷집도 경험도 키워야 진짜 지도자 깜이 될수있다절대 독자 출마 해라,val
이름 이거는 도대체 죄가 몇개야? 이름이,val
신선함과 의원품위 중에서 뭐가 더 중요한지 모르겠다 솔직히 잘 하는지는 모르겠는데 잘 못 하는지도 모르겠다 젊은 세대식 의사소통법이 아닐까? 비판보다는 끝까지 지켜보고 잘한점과 잘못한점을 잘 파악해서 젊은이들의 긍정적 정치 참여로 승화됐으면 한다 ,val
형평성 공정성 0,val
냐 엘지 팬이지만 이름 바꿔서야햤다 맨탈이 약해서 위기에 몰리면 제구도안되고 위기괄리도안된다 ?,val
5세트 4점 연속 득점   드라마도 이런 감동은 못준다  점수얼라갈때마다 일본애들 얼굴에 웃음기가 사라지는게 극적이다  우리선수들 표정관리 쩐다   한점만 내주면 끝나는 상황이였는데  ,val
사과? 살인자들 모두 구속시켜라 이 와중이 방역수칙도 무시한 불법집회라니 ,val
기적이 있음을 보여주세요 ,val
너무많은 폭력속에서 자라왔습니다\성평등운동\ 을 반대한다면 혐오자라는 말밖엔,val
나 너무 옛날 사람인가봄  ㅠ아기 셋 낳은 사람으로서  임산부가 배내놓고 있는거 쫌~;;;가서 천이라도 덮어주고 싶은 마음  아기 가진 배는 따뜻해야 하는뎅  ,val
기모란 저런게 무슨 일을한다고 뻔한결과이름총한텐 한마딜 못하는게 ㅋㅋ 웃음만 나온다,val
왜 이렇게 정린 못차리는 인간들이 많은 지   그냥 이럴바엔 굳이 국군을 유지하지 말고  경찰로 나라 지키게 하든지!!!,val
접종은 하라고하고~ 접속은 먹통이고 접종 하라는건지 말라는 건지 8시부터 지금이시간까지 에고~화병 나겟어요 ㅠㅠ,val
누가 멀쩡한 사람들이 화장실에서  ,val
그냥 냅둬라  국가 도움없이 알아서 잘하고 있는데 뭘또 얘들한테 정권이 숟가락을 얹을라 하니,val
난 직장 어렵다고 육휴도 들어갔다 무급도 했다  별짓을 다했는데   뭐 번것도 없이 연봉 많다고 건보료는 다 가져가고 재난지원금은 그 기준이라 못받을 수 있다고하고   우리집이 그리 잘 살었나? 집 대출금만 몇억인데   뭐 투기라도 했음   우리집 팔면 갈곳이 없다  우리집의 70퍼는 은행거,val
247명(82 7%) 점점 늘어나는 감염자들보며  이 많은 사람들을 의료진들이 치료할 수 있을까?! 생각이 드네요  코로나때문에 세상이 미쳐가고 있습니다  잠깐 외출 할 때 간격 두고 거리두기하며 걷고  마스크 착용하고 다니는데 도대체 아무것도 못하면 백신 기다리다가 서민은 도대체 어떻게 삽니까! 백신 *차도 아니고 *차 접종 못한 사람들 접종은 해야지요!!!!!!!!!!!!!!!!!!,val
이름씨가 현명하게 잘 대처하실거라 믿어요 하지만 이름씨를 다들 손절할 것 같네요 ,val
와 ㅋㅋ 바로 연기해야한다고 말하네 미친거아냐?,val
너네가 백신 불안 조성한점도 일조했지않니? 이것들 하는짓거리보면 국가전복수준  ,val
안산 선수 고생했어요 ??,val
어휴 ㅠㅠ 불쌍한 사연… 호주의 야생은 뭐… 호주의 거미는 우리나라 거미가 아니고 호주의 까치는 우리나라 까치가 아닐 것,val
뭐만하면 단계 올리는 수법이 강제로 할려고하니  순엉터리로 볼수박에 종교 모임도 공식적으로 자제를 동참 해야지요,val
이제그만그만  과거 이름 이름정신 그만그만  그게 다 옳은건 아닐진데  본인의 철학도 그분들보다 더 좋을수있다  그분들 자꾸 앞세우면 본인 정책이 희미해 질 수 있다 ,val
찬성입니다 요일제예약!,val
이름랑 밀어주셍‥,val
민주당탈당하고 이젠 집에서 푹 쉬시죠,val
수년전부터 대선후보때부터 이름님이 귀족노조라고 비난할때그래 이름 까기 바쁘더니  ,val
진짜 가만히 있음 평균은 가려나?,val
비디오 반독권을 잘 사용했어야죠,val
1시간 15분 기다려 신청하려고하니 오류나더니 내앞에 30만명이 대기중이다  쫌 제대로 해줄순 없을까?,val
낸이름씨가 건강하게 살아가길 바래요,val
아프칸을 탈레반에 넘겨주고 아프칸 국경과 붙어있는 신장 위구르이용해 중국을 견제하려는거지…손안대고 코풀기,val
비록 내자식은 들어갈 실력은 안되지만 똑똑한 애들은 교육해야죠    이 정부는 자기 자식들만 특별하고 남의 자식을은 다 하향평준화 시키고 싶은가?,val
기사 제목??♥?져도 진게 아니다^^여배선수들 덕분에 시원한 여름 보냈어요♡앞으로 국내여자배구리그에서도 응원하겠습니다♡,val
이름은 이제 호랑이등에 탄거야,val
결혼 많이해서 좋으시겟다,val
졌지만 너무 잘 싸웠어요~우리나라 배구팀 화이팅입니다~!!!,val
갠적으로 너무 억지스럽고 유치해요  미안합니다  ㅠㅠ,val
댓글들 진짜 못돼고 못났다!!!!!!!!!!,val
수사팀장 이름 !,val
도와주고도 욕먹고 법적책임져야하는 요즘  이말 정말 공감간다  ,val
민노총 집회는? 현대백화점에 묻어가는구나,val
부모가 아들이 딸을 성폭행 하는것을 묵인하고 있었던것 같아요 아니면 딸을 아들의 욕정대상으로 쓰이도록 놔드었을지도요 마치 오빠의 요구를 거부하는 딸을 나무라는것 처럼 보여요 ,val
원래 고기 잡기전에 미끼 던지는 거지  확실히 장악하는 순간 킬링필드로 변한다  종교재판과 약탈  살인  강간   과연 피할수 있을까? 어쩌면 지들 사이에서도 싸움 날수도 있겠지 ,val
한반도 열돔사우나를 오픈합니다입장료는 완전 무료 남녀노소 누구든 입장가능합니다 영업시간은 코로나 거리두기 집합제한 관계없이24시간 운영합니다 단 영업기간은 7월8월 2개월뿐입니다 기회를 놓치지 마시고  전국민 많은 이용 바랍니다 ,val
밀렵꾼 설치한 올무 제거 및 감시반 투입해주세요,val
보통 저런경우는 불임이라서 결혼 안하는거지 머  한쪽이 미안해서 피하는거,val
정상인 부부♡♡ 다들 이들같다면♡♡,val
팩트는 본인은 관사에 살고있다는것이지,val
아무도 책임지지않는 한번도 경험해보지 못한 나라,val
하나는 알고 둘은 모르는군  텔레반에 점령된 아프칸은 중국에게 매우 큰 위협이 될 것이다  중국 서부는 이스람교가 장악하고 있다  이들은 중국에 저항하고 독립하려고 한다  아프칸의 텔레반정권은 그들에게 큰 힘이 될 것이다  중국은 결국 많은 갈등과 희생을 치루고 독립을 시킬 수 밖에 없을 것이다 ,val
뜨거운 기쁨의 눈물,val
아이도 아니고 30대 어른이 차키를 왜 삼켰나,val
좌파성향 유권자지만 저런 자세는 정말 보기좋네요 정쟁  헐뜯기 구태의연한 정치는 이제그만,val
여성에겐생리대  남성에겐담배값  아동들엔껌값   노인들엔수의   평등하게다주라,val
이일에 책임은 이름이지 국군통수권자니깐 북한에 퍼줄생각말고 자국민부터 챙겨라 이름아 진짜 어떻게 하면 이렇게 할수있냐 글보니깐 화가너무난다,val
이름은 민주당에 있어서는 안될 사람이라고 본다 국힘당이 적합하다,val
성범죄자 추모하는 쓸모없는 반지하 인생들ㅋ,val
인류재앙이다 차라리 올림픽하지마라 그거 안한다고 죽을사람 아무도 없다,val
돈많은 인간들 많네,val
남자들부터 성교육을 시켜야 겠네요,val
그래  백신 이름은 이름으로 하자  ,val
우리나라 이름 정권도 세월호나 메르스 사태때 이와 똑같이 행동했는데 어느나라나 수구기득권 세력이 하는 행동은 똑같구나  ,val
정치판에서 배신자들이 성공한경우는 한번도 없었다 ,val
이게 이름의 생활방역 인가? 취임시 그동안 방역은 잘못됐다고 하지않았나?,val
지들도 평창와서 따로 먹드만 어쩌라고 ~~~~,val
지금 이 코로나 시국에 업체든 자영업자든 돈도 못버는데 저만큼주고 사람쓰려하겠냐 진짜 소대가리가 맞구나,val
증명할거없어  딱 두번 잤다는거 아냐,val
으따 우리4시 대구는 코로나 청정지역이랑께 아 그라고 우리가 남이여?,val
전국에 코로나를 퍼날랐다  민노총 집회 후 1000명대가 넘은것 보면 확실하다 ,val
분위기 좋아요   여자배구 화이팅  ,val
이정도로 성희롱이냐?,val
이름 그동안 묵묵히 도와줬는데 국힘 그러는거 아님,val
우리는 저런꼴 당하면 안됩니다  내 마늘 과 딸들이 저렇게 된다는게 너무 비참합니다  하기야 민주화 운동으로 무기고 경찰서 습격하여 좌파들 사살하면 우리도 유공자 되것죠 ,val
성매매라니   참나   영구퇴출시키세요,val
선을 넘으셨네~ 누가 니 작품더러 감놔라 배놔라 했음 좋겠니?,val
바퀴벌레는 수영 못하나요?,val
기사가 소설이냐? 기사는 팩트다~,val
이름씨 허겁지겁 달려가서 손잡아주는거보고 소름끼쳤어요  협박당하고 있는거면 당근이라도 흔들어주세요,val
이름도 석방하고 사과하면되냐,val
기자야 이름이는 누꼬?,val
거 다들 난독증인가 원전을 서울에 지으라는게 아니라 에너지 자립율이 낮으니 할 수 있는 최선을 다하라는건데 에휴,val
개인당? 팀당?,val
사회적약자의 외침이다 살려고 하는거다 소상공인 힘들다하지만 장사하면서 돈만이 모아 잘사는 사람들도 만다 하지만 사회적약자인 노조의 외침을 정부가 들을수있도록 정부가 집회허용해야한다 이세상 진정한 사회적약자는 노조이다,val
멘탈 여제 이름! 자랑스럽습니다 ,val
태국 조폭 원숭이식구파,val
가장 비인기 종목에 매년 수백억이 넘는 국민혈세와 대기업 지원이 투입되야 할 이유가 있나? 그리고 메달 땃다고 연금에 포상금에 아파트 특공까지  광고에 tv 출연에   차라리 다른 인기종목에 투자해라,val
ㅋㅋ반려견 반려묘가 참 기엽네요,val
감독도 개인기가 멕시코가 뛰어난거 아닌가~~~이름은 교체용이냐~~~~,val
